,Entropy
graph_08_mu_0_4_node_635,0.035424925
graph_08_mu_0_4_node_636,0.03746712
graph_08_mu_0_4_node_637,0.09299837
graph_08_mu_0_4_node_638,0.04037871
graph_08_mu_0_4_node_639,0.052393693
graph_08_mu_0_4_node_640,0.01952759
graph_08_mu_0_4_node_641,0.06672212
graph_08_mu_0_4_node_642,0.052393693
graph_08_mu_0_4_node_643,0.036900293
graph_08_mu_0_4_node_644,0.037164968
graph_08_mu_0_4_node_645,0.039570507
graph_08_mu_0_4_node_646,0.07583092
graph_08_mu_0_4_node_647,0.052393693
graph_08_mu_0_4_node_648,0.05216747
graph_08_mu_0_4_node_649,0.042912237
graph_08_mu_0_4_node_650,0.045439154
graph_08_mu_0_4_node_651,0.01952759
graph_08_mu_0_4_node_652,0.022507703
graph_08_mu_0_4_node_653,0.04450001
graph_08_mu_0_4_node_654,0.042912237
graph_08_mu_0_4_node_655,0.037666604
graph_08_mu_0_4_node_656,0.13205385
graph_08_mu_0_4_node_657,0.052393693
graph_08_mu_0_4_node_658,0.04606568
graph_08_mu_0_4_node_659,0.05216747
graph_08_mu_0_4_node_660,0.045375578
graph_08_mu_0_4_node_661,0.023977272
graph_08_mu_0_4_node_662,0.031844217
graph_08_mu_0_4_node_663,0.045375578
graph_08_mu_0_4_node_664,0.037666604
graph_08_mu_0_4_node_665,0.036900293
graph_08_mu_0_4_node_666,0.045375578
graph_08_mu_0_4_node_667,0.036789156
graph_08_mu_0_4_node_668,0.018014599
graph_08_mu_0_4_node_669,0.06358216
graph_08_mu_0_4_node_670,0.037666604
graph_08_mu_0_4_node_671,0.05216747
graph_08_mu_0_4_node_672,0.03186784
graph_08_mu_0_4_node_673,0.029809939
graph_08_mu_0_4_node_674,0.07386265
graph_08_mu_0_4_node_675,0.036789156
graph_08_mu_0_4_node_676,0.053129088
graph_08_mu_0_4_node_677,0.034254324
graph_08_mu_0_4_node_678,0.04606568
graph_08_mu_0_4_node_679,0.08043863
graph_08_mu_0_4_node_680,0.035424925
graph_08_mu_0_4_node_681,0.056119423
graph_08_mu_0_4_node_682,0.042912237
graph_08_mu_0_4_node_683,0.02115097
graph_08_mu_0_4_node_684,0.052393693
graph_08_mu_0_4_node_685,0.036772933
graph_08_mu_0_4_node_686,0.035424925
graph_08_mu_0_4_node_687,0.031242425
graph_08_mu_0_4_node_688,0.036789156
graph_08_mu_0_4_node_689,0.06672212
graph_08_mu_0_4_node_690,0.052393693
graph_08_mu_0_4_node_691,0.034306888
graph_08_mu_0_4_node_692,0.031844217
graph_08_mu_0_4_node_693,0.037838083
graph_08_mu_0_4_node_694,0.029809939
graph_08_mu_0_4_node_695,0.029809939
graph_08_mu_0_4_node_696,0.036900293
graph_08_mu_0_4_node_697,0.029809939
graph_08_mu_0_4_node_698,0.039570507
graph_08_mu_0_4_node_699,0.03746712
graph_08_mu_0_4_node_700,0.031844217
graph_08_mu_0_4_node_701,0.052393693
graph_08_mu_0_4_node_702,0.044595547
graph_08_mu_0_4_node_703,0.0346055
graph_08_mu_0_4_node_704,0.031242425
graph_08_mu_0_4_node_705,0.04139926
graph_08_mu_0_4_node_706,0.018014599
graph_08_mu_0_4_node_707,0.04037871
graph_08_mu_0_4_node_708,0.036789156
graph_08_mu_0_4_node_709,0.029809939
graph_08_mu_0_4_node_710,0.03186784
graph_08_mu_0_4_node_711,0.027389826
graph_08_mu_0_4_node_712,0.045375578
graph_08_mu_0_4_node_713,0.02115097
graph_08_mu_0_4_node_714,0.035424925
graph_08_mu_0_4_node_715,0.028596707
graph_08_mu_0_4_node_716,0.111803345
graph_08_mu_0_4_node_717,0.036789156
graph_08_mu_0_4_node_718,0.09298261
graph_08_mu_0_4_node_719,0.029809939
graph_08_mu_0_4_node_720,0.042912237
graph_08_mu_0_4_node_721,0.035424925
graph_08_mu_0_4_node_722,0.031844217
graph_08_mu_0_4_node_723,0.03125345
graph_08_mu_0_4_node_724,0.023977272
graph_08_mu_0_4_node_725,0.11399733
graph_08_mu_0_4_node_726,0.037666604
graph_08_mu_0_4_node_727,0.045375578
graph_08_mu_0_4_node_728,0.02115097
graph_08_mu_0_4_node_729,0.092502676
graph_08_mu_0_4_node_730,0.12370524
graph_08_mu_0_4_node_731,0.06672212
graph_08_mu_0_4_node_732,0.031242425
graph_08_mu_0_4_node_733,0.02115097
graph_08_mu_0_4_node_734,0.053296935
graph_08_mu_0_4_node_735,0.08930032
graph_08_mu_0_4_node_736,0.037666604
graph_08_mu_0_4_node_737,0.10489787
graph_08_mu_0_4_node_738,0.029809939
graph_08_mu_0_4_node_739,0.06711487
graph_08_mu_0_4_node_740,0.03425644
graph_08_mu_0_4_node_741,0.04606568
graph_08_mu_0_4_node_742,0.042912237
graph_08_mu_0_4_node_743,0.04450001
graph_08_mu_0_4_node_744,0.035424925
graph_08_mu_0_4_node_745,0.070413545
graph_08_mu_0_4_node_746,0.036789156
graph_08_mu_0_4_node_747,0.036900293
graph_08_mu_0_4_node_748,0.04706443
graph_08_mu_0_4_node_749,0.080374286
graph_08_mu_0_4_node_750,0.04056113
graph_08_mu_0_4_node_751,0.034254324
graph_08_mu_0_4_node_752,0.039570507
graph_08_mu_0_4_node_753,0.03415626
graph_08_mu_0_4_node_754,0.02115097
graph_08_mu_0_4_node_755,0.06424782
graph_08_mu_0_4_node_756,0.031242425
graph_08_mu_0_4_node_757,0.04037871
graph_08_mu_0_4_node_758,0.035424925
graph_08_mu_0_4_node_759,0.02115097
graph_08_mu_0_4_node_760,0.03415626
graph_08_mu_0_4_node_761,0.08194412
graph_08_mu_0_4_node_762,0.023977272
graph_08_mu_0_4_node_763,0.07386265
graph_08_mu_0_4_node_764,0.045375578
graph_08_mu_0_4_node_765,0.01952759
graph_08_mu_0_4_node_766,0.039570507
graph_08_mu_0_4_node_767,0.065159105
graph_08_mu_0_4_node_768,0.036789156
graph_08_mu_0_4_node_769,0.042912237
graph_08_mu_0_4_node_770,0.07386265
graph_08_mu_0_4_node_771,0.065159105
graph_08_mu_0_4_node_772,0.027389826
graph_08_mu_0_4_node_773,0.045439154
graph_08_mu_0_4_node_774,0.09072694
graph_08_mu_0_4_node_775,0.036789156
graph_08_mu_0_4_node_776,0.036789156
graph_08_mu_0_4_node_777,0.052393693
graph_08_mu_0_4_node_778,0.11964996
graph_08_mu_0_4_node_779,0.052393693
graph_08_mu_0_4_node_780,0.05252201
graph_08_mu_0_4_node_781,0.110957555
graph_08_mu_0_4_node_782,0.031242425
graph_08_mu_0_4_node_783,0.03415626
graph_08_mu_0_4_node_784,0.022507703
graph_08_mu_0_4_node_785,0.027389826
graph_08_mu_0_4_node_786,0.04139926
graph_08_mu_0_4_node_787,0.03415626
graph_08_mu_0_4_node_788,0.035424925
graph_08_mu_0_4_node_789,0.037666604
graph_08_mu_0_4_node_790,0.031844217
graph_08_mu_0_4_node_791,0.05216747
graph_08_mu_0_4_node_792,0.036789156
graph_08_mu_0_4_node_793,0.02115097
graph_08_mu_0_4_node_794,0.04056113
graph_08_mu_0_4_node_795,0.06358216
graph_08_mu_0_4_node_796,0.018014599
graph_08_mu_0_4_node_797,0.052393693
graph_08_mu_0_4_node_798,0.04450001
graph_08_mu_0_4_node_799,0.03186784
graph_08_mu_0_4_node_800,0.02115097
graph_08_mu_0_4_node_801,0.018014599
graph_08_mu_0_4_node_802,0.06711487
graph_08_mu_0_4_node_803,0.022507703
graph_08_mu_0_4_node_804,0.04056113
graph_08_mu_0_4_node_805,0.06672212
graph_08_mu_0_4_node_806,0.031242425
graph_08_mu_0_4_node_807,0.09298261
graph_08_mu_0_4_node_808,0.065159105
graph_08_mu_0_4_node_809,0.04606568
graph_08_mu_0_4_node_810,0.045375578
graph_08_mu_0_4_node_811,0.036789156
graph_08_mu_0_4_node_812,0.045375578
graph_08_mu_0_4_node_813,0.03415626
graph_08_mu_0_4_node_814,0.018014599
graph_08_mu_0_4_node_815,0.029809939
graph_08_mu_0_4_node_816,0.029809939
graph_08_mu_0_4_node_817,0.031844217
graph_08_mu_0_4_node_818,0.034254324
graph_08_mu_0_4_node_819,0.034306888
graph_08_mu_0_4_node_820,0.052393693
graph_08_mu_0_4_node_821,0.034254324
graph_08_mu_0_4_node_822,0.035424925
graph_08_mu_0_4_node_823,0.039570507
graph_08_mu_0_4_node_824,0.031242425
graph_08_mu_0_4_node_825,0.048707243
graph_08_mu_0_4_node_826,0.035424925
graph_08_mu_0_4_node_827,0.034254324
graph_08_mu_0_4_node_828,0.036900293
graph_08_mu_0_4_node_829,0.022507703
graph_08_mu_0_4_node_830,0.03186784
graph_08_mu_0_4_node_831,0.09298261
graph_08_mu_0_4_node_832,0.052393693
graph_08_mu_0_4_node_833,0.050573383
graph_08_mu_0_4_node_834,0.04450001
graph_08_mu_0_4_node_835,0.048707243
graph_08_mu_0_4_node_836,0.04139926
graph_08_mu_0_4_node_837,0.018014599
graph_08_mu_0_4_node_838,0.036789156
graph_08_mu_0_4_node_839,0.03746712
graph_08_mu_0_4_node_840,0.0910267
graph_08_mu_0_4_node_841,0.045439154
graph_08_mu_0_4_node_842,0.048707243
graph_08_mu_0_4_node_843,0.03415626
graph_08_mu_0_4_node_844,0.031242425
graph_08_mu_0_4_node_845,0.060455464
graph_08_mu_0_4_node_846,0.02115097
graph_08_mu_0_4_node_847,0.036789156
graph_08_mu_0_4_node_848,0.12408095
graph_08_mu_0_4_node_849,0.05216747
graph_08_mu_0_4_node_850,0.036789156
graph_08_mu_0_4_node_851,0.036789156
graph_08_mu_0_4_node_852,0.11941466
graph_08_mu_0_4_node_853,0.04037871
graph_08_mu_0_4_node_854,0.036789156
graph_08_mu_0_4_node_855,0.0346055
graph_08_mu_0_4_node_856,0.0816564
graph_08_mu_0_4_node_857,0.03186784
graph_08_mu_0_4_node_858,0.04606568
graph_08_mu_0_4_node_859,0.031844217
graph_08_mu_0_4_node_860,0.036789156
graph_08_mu_0_4_node_861,0.045375578
graph_08_mu_0_4_node_862,0.12504622
graph_08_mu_0_4_node_863,0.034306888
graph_08_mu_0_4_node_864,0.03415626
graph_08_mu_0_4_node_865,0.04606568
graph_08_mu_0_4_node_866,0.052393693
graph_08_mu_0_4_node_867,0.042912237
graph_08_mu_0_4_node_868,0.02115097
graph_08_mu_0_4_node_869,0.034306888
graph_08_mu_0_4_node_870,0.029809939
graph_08_mu_0_4_node_871,0.06686426
graph_08_mu_0_4_node_872,0.04606568
graph_08_mu_0_4_node_873,0.039570507
graph_08_mu_0_4_node_874,0.036789156
graph_08_mu_0_4_node_875,0.040827684
graph_08_mu_0_4_node_876,0.04450001
graph_08_mu_0_4_node_877,0.04606568
graph_08_mu_0_4_node_878,0.0814863
graph_08_mu_0_4_node_879,0.036789156
graph_08_mu_0_4_node_880,0.04037871
graph_08_mu_0_4_node_881,0.07386265
graph_08_mu_0_4_node_882,0.04139926
graph_08_mu_0_4_node_883,0.04056113
graph_08_mu_0_4_node_884,0.029809939
graph_08_mu_0_4_node_885,0.037666604
graph_08_mu_0_4_node_886,0.027389826
graph_08_mu_0_4_node_887,0.04606568
graph_08_mu_0_4_node_888,0.034254324
graph_08_mu_0_4_node_889,0.035424925
graph_08_mu_0_4_node_890,0.065159105
graph_08_mu_0_4_node_891,0.036789156
graph_08_mu_0_4_node_892,0.034306888
graph_08_mu_0_4_node_893,0.05216747
graph_08_mu_0_4_node_894,0.01952759
graph_08_mu_0_4_node_895,0.07967004
graph_08_mu_0_4_node_896,0.04056113
graph_08_mu_0_4_node_897,0.03746712
graph_08_mu_0_4_node_898,0.04056113
graph_08_mu_0_4_node_899,0.056119423
graph_08_mu_0_4_node_900,0.065159105
graph_08_mu_0_4_node_901,0.023977272
graph_08_mu_0_4_node_902,0.036789156
graph_08_mu_0_4_node_903,0.034254324
graph_08_mu_0_4_node_904,0.04606568
graph_08_mu_0_4_node_905,0.056119423
graph_08_mu_0_4_node_906,0.065159105
graph_08_mu_0_4_node_907,0.06358216
graph_08_mu_0_4_node_908,0.06358216
graph_08_mu_0_4_node_909,0.048707243
graph_08_mu_0_4_node_910,0.04606568
graph_08_mu_0_4_node_911,0.052393693
graph_08_mu_0_4_node_912,0.065159105
graph_08_mu_0_4_node_913,0.04037871
graph_08_mu_0_4_node_914,0.035424925
graph_08_mu_0_4_node_915,0.036789156
graph_08_mu_0_4_node_916,0.07998417
graph_08_mu_0_4_node_917,0.01952759
graph_08_mu_0_4_node_918,0.09298261
graph_08_mu_0_4_node_919,0.04037871
graph_08_mu_0_4_node_920,0.023977272
graph_08_mu_0_4_node_921,0.027389826
graph_08_mu_0_4_node_922,0.037666604
graph_08_mu_0_4_node_923,0.023977272
graph_08_mu_0_4_node_924,0.05497217
graph_08_mu_0_4_node_925,0.048707243
graph_08_mu_0_4_node_926,0.06672212
graph_08_mu_0_4_node_927,0.04037871
graph_08_mu_0_4_node_928,0.018014599
graph_08_mu_0_4_node_929,0.045375578
graph_08_mu_0_4_node_930,0.018014599
graph_08_mu_0_4_node_931,0.03186784
graph_08_mu_0_4_node_932,0.029809939
graph_08_mu_0_4_node_933,0.04037871
graph_08_mu_0_4_node_934,0.052393693
graph_08_mu_0_4_node_935,0.04139926
graph_08_mu_0_4_node_936,0.060072776
graph_08_mu_0_4_node_937,0.06672212
graph_08_mu_0_4_node_938,0.045439154
graph_08_mu_0_4_node_939,0.045375578
graph_08_mu_0_4_node_940,0.036789156
graph_08_mu_0_4_node_941,0.031844217
graph_08_mu_0_4_node_942,0.052393693
graph_08_mu_0_4_node_943,0.022507703
graph_08_mu_0_4_node_944,0.022507703
graph_08_mu_0_4_node_945,0.04606568
graph_08_mu_0_4_node_946,0.04139926
graph_08_mu_0_4_node_947,0.04037871
graph_08_mu_0_4_node_948,0.037666604
graph_08_mu_0_4_node_949,0.027389826
graph_08_mu_0_4_node_950,0.031242425
graph_08_mu_0_4_node_951,0.036789156
graph_08_mu_0_4_node_952,0.04037871
graph_08_mu_0_4_node_953,0.06318947
graph_08_mu_0_4_node_954,0.056119423
graph_08_mu_0_4_node_955,0.056119423
graph_08_mu_0_4_node_956,0.06358216
graph_08_mu_0_4_node_957,0.048707243
graph_08_mu_0_4_node_958,0.03415626
graph_08_mu_0_4_node_959,0.04139926
graph_08_mu_0_4_node_960,0.04139926
graph_08_mu_0_4_node_961,0.045439154
graph_08_mu_0_4_node_962,0.036789156
graph_08_mu_0_4_node_963,0.06358216
graph_08_mu_0_4_node_964,0.05216747
graph_08_mu_0_4_node_965,0.045375578
graph_08_mu_0_4_node_966,0.018014599
graph_08_mu_0_4_node_967,0.05216747
graph_08_mu_0_4_node_968,0.036900293
graph_08_mu_0_4_node_969,0.09140312
graph_08_mu_0_4_node_970,0.03186784
graph_08_mu_0_4_node_971,0.018014599
graph_08_mu_0_4_node_972,0.048707243
graph_08_mu_0_4_node_973,0.07851314
graph_08_mu_0_4_node_974,0.018014599
graph_08_mu_0_4_node_975,0.045439154
graph_08_mu_0_4_node_976,0.06358216
graph_08_mu_0_4_node_977,0.04606568
graph_08_mu_0_4_node_978,0.029809939
graph_08_mu_0_4_node_979,0.08864779
graph_08_mu_0_4_node_980,0.052393693
graph_08_mu_0_4_node_981,0.08676092
graph_08_mu_0_4_node_982,0.01952759
graph_08_mu_0_4_node_983,0.039570507
graph_08_mu_0_4_node_984,0.035424925
graph_08_mu_0_4_node_985,0.045439154
graph_08_mu_0_4_node_986,0.037507508
graph_08_mu_0_4_node_987,0.03186784
graph_08_mu_0_4_node_988,0.023977272
graph_08_mu_0_4_node_989,0.031844217
graph_08_mu_0_4_node_990,0.05216747
graph_08_mu_0_4_node_991,0.04450001
graph_08_mu_0_4_node_992,0.065159105
graph_08_mu_0_4_node_993,0.04037871
graph_08_mu_0_4_node_994,0.03746712
graph_08_mu_0_4_node_995,0.031242425
graph_08_mu_0_4_node_996,0.07654882
graph_08_mu_0_4_node_997,0.03186784
graph_08_mu_0_4_node_998,0.022507703
graph_08_mu_0_4_node_999,0.036789156
